"","GEOID","Time.Period","Coverage"
"2810","12086000109","2015_2019",0.00448128360060682
"2811","12086000113","2010_2014",5.424464334147e-05
"2812","12086000113","2015_2019",0
"2813","12086000115","2010_2014",0.000440101173675007
"2814","12086000115","2015_2019",0.000196850393700787
"2815","12086000119","2010_2014",0
"2816","12086000119","2015_2019",9.56937799043062e-05
"2817","12086000120","2010_2014",0.000796339569944706
"2818","12086000120","2015_2019",0.000991083799077486
"2819","12086000121","2010_2014",0
"2820","12086000121","2015_2019",0.0171945154986416
"2821","12086000123","2010_2014",0.000266802964477383
"2822","12086000123","2015_2019",0.000219759658621085
"2823","12086000124","2010_2014",0.000202224469160768
"2824","12086000124","2015_2019",0
"2825","12086000126","2010_2014",0
"2826","12086000126","2015_2019",0.000170794192997438
"2827","12086000127","2010_2014",0.000245276326626308
"2828","12086000127","2015_2019",0.000278566578183839
"2829","12086000128","2010_2014",0.000446927374301676
"2830","12086000128","2015_2019",0.000618988895012065
"2831","12086000129","2010_2014",2e-04
"2832","12086000129","2015_2019",0.000643818204944155
"2833","12086000130","2010_2014",0
"2834","12086000130","2015_2019",0.0449017966541714
"2835","12086000131","2010_2014",0.000213675213675214
"2836","12086000131","2015_2019",0.00127785247628369
"2837","12086000132","2010_2014",0.000197889182058048
"2838","12086000132","2015_2019",0.00549405825569097
"2839","12086000133","2010_2014",0.00112795083523486
"2840","12086000133","2015_2019",0.00112552611642351
"2841","12086000134","2010_2014",0.000275292498279422
"2842","12086000134","2015_2019",0.000125549278091651
"2843","12086000140","2010_2014",0.000118413262285376
"2844","12086000140","2015_2019",0
"2845","12086000202","2010_2014",0
"2846","12086000202","2015_2019",8.75656742556918e-05
"2847","12086000206","2010_2014",0.000142045454545455
"2848","12086000206","2015_2019",0.000117716303708064
"2849","12086000209","2010_2014",0.000392086706680578
"2850","12086000209","2015_2019",0.000172311587306188
"2851","12086000212","2010_2014",0.000386267354613706
"2852","12086000212","2015_2019",0.0001185536455246
"2853","12086000213","2010_2014",0.000145560407569141
"2854","12086000213","2015_2019",0
"2855","12086000214","2010_2014",0.000194654250830843
"2856","12086000214","2015_2019",0
"2857","12086000215","2010_2014",0.000542204712637713
"2858","12086000215","2015_2019",0.000181983621474067
"2859","12086000216","2010_2014",0.000382257154813238
"2860","12086000216","2015_2019",0.000387972841901067
"2861","12086000217","2010_2014",0.000747748950140018
"2862","12086000217","2015_2019",0.000622620955447084
"2863","12086000218","2010_2014",0.000189933523266857
"2864","12086000218","2015_2019",0
"2865","12086000219","2010_2014",0.00459506296406954
"2866","12086000219","2015_2019",0.000501765551407107
"2867","12086000220","2010_2014",0.000456805655847678
"2868","12086000220","2015_2019",0.000147710487444609
"2869","12086000301","2010_2014",0.000525872002504985
"2870","12086000301","2015_2019",0.000415849956839897
"2871","12086000302","2010_2014",0.000319488817891374
"2872","12086000302","2015_2019",0.00089949847503915
"2873","12086000305","2010_2014",0.000665289469016013
"2874","12086000305","2015_2019",0.000934344797357849
"2875","12086000306","2010_2014",0.000595861103477362
"2876","12086000306","2015_2019",0.000119617224880383
"2877","12086000307","2010_2014",0
"2878","12086000307","2015_2019",0
"2879","12086000308","2010_2014",0.000304777872081534
"2880","12086000308","2015_2019",0.000754902523789337
"2881","12086000402","2010_2014",0.000373725736628962
"2882","12086000402","2015_2019",0
"2883","12086000403","2010_2014",0
"2884","12086000403","2015_2019",0.000157230957275404
"2885","12086000404","2010_2014",0.000235860829631109
"2886","12086000404","2015_2019",9.40733772342427e-05
"2887","12086000405","2010_2014",0
"2888","12086000405","2015_2019",0.00036892044548628
"2889","12086000408","2010_2014",0.000354541286226395
"2890","12086000408","2015_2019",0.000376773217346474
"2891","12086000409","2010_2014",0
"2892","12086000409","2015_2019",0
"2893","12086000411","2010_2014",0.000120627261761158
"2894","12086000411","2015_2019",0
"2895","12086000412","2010_2014",0.000199600798403194
"2896","12086000412","2015_2019",0
"2897","12086000413","2010_2014",0.000938117475330655
"2898","12086000413","2015_2019",0.000477653250242909
"2899","12086000414","2010_2014",0.000125078173858662
"2900","12086000414","2015_2019",0.000125078173858662
"2901","12086000503","2010_2014",0.000377961863192776
"2902","12086000503","2015_2019",0.000351492133056988
"2903","12086000505","2010_2014",0.000104329681794471
"2904","12086000505","2015_2019",0.00022445482469418
"2905","12086000601","2010_2014",0.000251256281407035
"2906","12086000601","2015_2019",0.000142450142450142
"2907","12086000602","2010_2014",0.000406754755520291
"2908","12086000602","2015_2019",0.000948327065746557
"2909","12086000603","2010_2014",0.00103922022564398
"2910","12086000603","2015_2019",0.0024050503438767
"2911","12086000604","2010_2014",0.000647616777591378
"2912","12086000604","2015_2019",0.000575352116469621
"2913","12086000605","2010_2014",0.000311431914258068
"2914","12086000605","2015_2019",0.000964740545604105
"2915","12086000607","2010_2014",0.000555258508395471
"2916","12086000607","2015_2019",0.000420459755902794
"2917","12086000608","2010_2014",0.000433965084161367
"2918","12086000608","2015_2019",0.0028205503803603
"2919","12086000705","2010_2014",0.000305528149616872
"2920","12086000705","2015_2019",0.000210058907226274
"2921","12086000706","2010_2014",7.27272727272727e-05
"2922","12086000706","2015_2019",0.000146431738060849
"2923","12086000707","2010_2014",0.000496805455759097
"2924","12086000707","2015_2019",0.000403657049650861
"2925","12086000708","2010_2014",0.000301485024973426
"2926","12086000708","2015_2019",9.99500249875062e-05
"2927","12086000709","2010_2014",0.00103538043479751
"2928","12086000709","2015_2019",0.00390087602368075
"2929","12086000710","2010_2014",9.88630746416213e-05
"2930","12086000710","2015_2019",0.000105042016806723
"2931","12086000711","2010_2014",0.000343349797031507
"2932","12086000711","2015_2019",0.000219655197322482
"2933","12086000712","2010_2014",0.00105820659808567
"2934","12086000712","2015_2019",0.00050314465408805
"2935","12086000804","2010_2014",0
"2936","12086000804","2015_2019",0.000290405038606477
"2937","12086000805","2010_2014",0.000235285899686735
"2938","12086000805","2015_2019",0.000486042900302774
"2939","12086000806","2010_2014",0.000243755256947526
"2940","12086000806","2015_2019",0.000612977606368903
"2941","12086000807","2010_2014",0
"2942","12086000807","2015_2019",0
"2943","12086000808","2010_2014",0.000441338530056056
"2944","12086000808","2015_2019",0.00029890110871328
"2945","12086000901","2010_2014",0.00051911732411006
"2946","12086000901","2015_2019",9.77039570102589e-05
"2947","12086000902","2010_2014",0.000656971761273353
"2948","12086000902","2015_2019",0.00106753261641335
"2949","12086000903","2010_2014",0.000483900823651673
"2950","12086000903","2015_2019",0.000264200792602378
"2951","12086001002","2010_2014",0.000444401228621789
"2952","12086001002","2015_2019",0.00127426874464665
"2953","12086001003","2010_2014",0.000609942361901511
"2954","12086001003","2015_2019",0.00106689098017701
"2955","12086001004","2010_2014",0.000485532924241115
"2956","12086001004","2015_2019",0.000110192837465565
"2957","12086001005","2010_2014",0.000245700245700246
"2958","12086001005","2015_2019",0.000255427841634738
"2959","12086001006","2010_2014",0.000859081499334281
"2960","12086001006","2015_2019",0.00107183531841066
"2961","12086001101","2010_2014",0.000289222925897186
"2962","12086001101","2015_2019",0.000433732137964397
"2963","12086001102","2010_2014",0.000187265917602996
"2964","12086001102","2015_2019",0
"2965","12086001103","2010_2014",0.000150262960180316
"2966","12086001103","2015_2019",0
"2967","12086001104","2010_2014",0.000364642935391101
"2968","12086001104","2015_2019",0
"2969","12086001203","2010_2014",0.000458831478823007
"2970","12086001203","2015_2019",0.000291105867055474
"2971","12086001204","2010_2014",0.0137624742732135
"2972","12086001204","2015_2019",0.00100638228434627
"2973","12086001205","2010_2014",0.00139843620593062
"2974","12086001205","2015_2019",0.00136296512004286
"2975","12086001206","2010_2014",0.00169563178615764
"2976","12086001206","2015_2019",0.0038150579760834
"2977","12086001301","2010_2014",0.000309061481033853
"2978","12086001301","2015_2019",0.000756068862391735
"2979","12086001302","2010_2014",0.00743827370203482
"2980","12086001302","2015_2019",0.000702294980080019
"2981","12086001401","2010_2014",0.000125156445556946
"2982","12086001401","2015_2019",0.000100351229302559
"2983","12086001402","2010_2014",0.000139567341242149
"2984","12086001402","2015_2019",0
"2985","12086001501","2010_2014",0
"2986","12086001501","2015_2019",0.000175284837861525
"2987","12086001502","2010_2014",0.000389707026875168
"2988","12086001502","2015_2019",0
"2989","12086001602","2010_2014",0.00139714296004225
"2990","12086001602","2015_2019",0.000434436466825453
"2991","12086001603","2010_2014",0.000208116545265349
"2992","12086001603","2015_2019",0.00057512020918073
"2993","12086001605","2010_2014",0.000371391030336857
"2994","12086001605","2015_2019",0
"2995","12086001701","2010_2014",0
"2996","12086001701","2015_2019",0.000148920327624721
"2997","12086001702","2010_2014",0
"2998","12086001702","2015_2019",0.000169061707523246
"2999","12086001703","2010_2014",0.000402432311011839
"3000","12086001703","2015_2019",0.000674338021802022
"3001","12086001802","2010_2014",0
"3002","12086001802","2015_2019",0.000437486033640756
"3003","12086001803","2010_2014",0.000174672489082969
"3004","12086001803","2015_2019",0
"3005","12086001901","2010_2014",0
"3006","12086001901","2015_2019",0.000105097214923805
"3007","12086001903","2010_2014",0
"3008","12086001903","2015_2019",0
"3009","12086001904","2010_2014",0
"3010","12086001904","2015_2019",0
"3011","12086002100","2010_2014",0.000583293188941271
"3012","12086002100","2015_2019",0.00132284722407536
"3013","12086002201","2010_2014",0
"3014","12086002201","2015_2019",0.0001806684733514
"3015","12086002402","2010_2014",0.000115740740740741
"3016","12086002402","2015_2019",0.000301532229573903
"3017","12086002403","2010_2014",0.000300569559578188
"3018","12086002403","2015_2019",0.000821704626907239
"3019","12086002404","2010_2014",0.000569731244755227
"3020","12086002404","2015_2019",0.000289395424137629
"3021","12086002501","2010_2014",0.000347391402745051
"3022","12086002501","2015_2019",0.000128287363694676
"3023","12086002502","2010_2014",0
"3024","12086002502","2015_2019",0
"3025","12086002600","2010_2014",0
"3026","12086002600","2015_2019",8.57632933104631e-05
"3027","12086002702","2010_2014",0
"3028","12086002702","2015_2019",0.000172117039586919
"3029","12086002703","2010_2014",0.0183307378814382
"3030","12086002703","2015_2019",0.000119547369172557
"3031","12086002706","2010_2014",0.000135593220338983
"3032","12086002706","2015_2019",0.000278435185767982
"3033","12086002900","2010_2014",0.000230284843260141
"3034","12086002900","2015_2019",0
"3035","12086003001","2010_2014",0
"3036","12086003001","2015_2019",0.000211193241816262
"3037","12086003003","2010_2014",0.000635258263408887
"3038","12086003003","2015_2019",0.000482881031200359
"3039","12086003004","2010_2014",0.000113314447592068
"3040","12086003004","2015_2019",0
"3041","12086003400","2010_2014",0
"3042","12086003400","2015_2019",0
"3043","12086003602","2010_2014",0.000132856452307212
"3044","12086003602","2015_2019",0.000195735400358058
"3045","12086003702","2010_2014",9.70402717127608e-05
"3046","12086003702","2015_2019",0
"3047","12086003801","2010_2014",0.000547614984488152
"3048","12086003801","2015_2019",0.000729781872588393
"3049","12086003803","2010_2014",0.0629153481784177
"3050","12086003803","2015_2019",0.000268572631097016
"3051","12086003804","2010_2014",0.000729220229814325
"3052","12086003804","2015_2019",0.000616894794208718
"3053","12086003906","2010_2014",0.00225120739686836
"3054","12086003906","2015_2019",0.00265471581511086
"3055","12086003909","2010_2014",0
"3056","12086003909","2015_2019",0.00212769112422536
"3057","12086003911","2010_2014",0.000525608786873536
"3058","12086003911","2015_2019",0.00329196647505579
"3059","12086003912","2010_2014",0.000992060828438126
"3060","12086003912","2015_2019",0.00125078961462173
"3061","12086003913","2010_2014",0.000285968929241707
"3062","12086003913","2015_2019",9.04568068747173e-05
"3063","12086003914","2010_2014",0.00467001028887248
"3064","12086003914","2015_2019",0.00181818181818182
"3065","12086003915","2010_2014",0.000180505415162455
"3066","12086003915","2015_2019",0.000426365105060174
"3067","12086003916","2010_2014",0.000522737078084217
"3068","12086003916","2015_2019",0.00113879266377712
"3069","12086003917","2010_2014",0.000298552997486043
"3070","12086003917","2015_2019",0.000102564102564103
"3071","12086003918","2010_2014",0.000193423597678917
"3072","12086003918","2015_2019",0.000309049194004946
"3073","12086003919","2010_2014",0.000582952321182914
"3074","12086003919","2015_2019",0.000173611111111111
"3075","12086003921","2010_2014",0.000126182965299685
"3076","12086003921","2015_2019",0
"3077","12086004000","2010_2014",0.00158774019523087
"3078","12086004000","2015_2019",0.000884730686542792
"3079","12086004102","2010_2014",0.000525328046424861
"3080","12086004102","2015_2019",0.000927298799317731
"3081","12086004103","2010_2014",0.000119118522930316
"3082","12086004103","2015_2019",0.000118694362017804
"3083","12086004105","2010_2014",0.000271000229723261
"3084","12086004105","2015_2019",0.000150489089541008
"3085","12086004106","2010_2014",0.00120376490873452
"3086","12086004106","2015_2019",0.00110680464281823
"3087","12086004203","2010_2014",7.77907429015947e-05
"3088","12086004203","2015_2019",0.00255755012431219
"3089","12086004204","2010_2014",0.000329970037905817
"3090","12086004204","2015_2019",0.00141482739105829
"3091","12086004205","2010_2014",0.00015015015015015
"3092","12086004205","2015_2019",0.000153022188217291
"3093","12086004301","2010_2014",0.000156128024980484
"3094","12086004301","2015_2019",0
"3095","12086004303","2010_2014",0.000393489816337102
"3096","12086004303","2015_2019",0.00148482064578521
"3097","12086004304","2010_2014",0.000568555201818521
"3098","12086004304","2015_2019",0.00137715744184384
"3099","12086004403","2010_2014",0.000132802124833997
"3100","12086004403","2015_2019",0.000114678899082569
"3101","12086004404","2010_2014",0.0157857712736291
"3102","12086004404","2015_2019",0.00388492869019707
"3103","12086004405","2010_2014",0.00021762136598894
"3104","12086004405","2015_2019",0.000118483412322275
"3105","12086004406","2010_2014",0.0129471890971039
"3106","12086004406","2015_2019",0
"3107","12086004500","2010_2014",0.00306469396047462
"3108","12086004500","2015_2019",0.00036680421824851
"3109","12086004602","2010_2014",0.00233621793291961
"3110","12086004602","2015_2019",0.00175097832951382
"3111","12086004605","2010_2014",0.000166944908180301
"3112","12086004605","2015_2019",0
"3113","12086004607","2010_2014",0.000324151024431504
"3114","12086004607","2015_2019",0.000157604412923562
"3115","12086004608","2010_2014",0.000297176820208024
"3116","12086004608","2015_2019",0.00665677445763406
"3117","12086004701","2010_2014",0.001286673024759
"3118","12086004701","2015_2019",0.00144412952935647
"3119","12086004702","2010_2014",0.000468059613393294
"3120","12086004702","2015_2019",0.00027862709761687
"3121","12086004703","2010_2014",0.000590881801654059
"3122","12086004703","2015_2019",0.000545102925589631
"3123","12086004901","2010_2014",0.000159362549800797
"3124","12086004901","2015_2019",0
"3125","12086004902","2010_2014",0.000187929321294336
"3126","12086004902","2015_2019",0.00026468136595787
"3127","12086005001","2010_2014",0.000802165426733617
"3128","12086005001","2015_2019",0.000806390380724101
"3129","12086005002","2010_2014",0.000662533846787524
"3130","12086005002","2015_2019",0.000209735785673771
"3131","12086005102","2010_2014",0.000536624039238856
"3132","12086005102","2015_2019",0.00031154014918824
"3133","12086005104","2010_2014",0.000145454545454545
"3134","12086005104","2015_2019",0.000601565702163616
"3135","12086005201","2010_2014",0
"3136","12086005201","2015_2019",0
"3137","12086005202","2010_2014",0
"3138","12086005202","2015_2019",0.000326814772027696
"3139","12086005302","2010_2014",0.000138088677765161
"3140","12086005302","2015_2019",5.81057524694945e-05
"3141","12086005303","2010_2014",0
"3142","12086005303","2015_2019",0
"3143","12086005304","2010_2014",0
"3144","12086005304","2015_2019",0
"3145","12086005406","2010_2014",0
"3146","12086005406","2015_2019",0.000160384923817161
"3147","12086005501","2010_2014",0
"3148","12086005501","2015_2019",0
"3149","12086005502","2010_2014",0
"3150","12086005502","2015_2019",8.52514919011083e-05
"3151","12086005701","2010_2014",0.000994321156738655
"3152","12086005701","2015_2019",8.64304235090752e-05
"3153","12086005703","2010_2014",0.013034427460173
"3154","12086005703","2015_2019",0
"3155","12086005704","2010_2014",0
"3156","12086005704","2015_2019",0
"3157","12086005801","2010_2014",0.000167855644146034
"3158","12086005801","2015_2019",0
"3159","12086005802","2010_2014",0.000132975046800673
"3160","12086005802","2015_2019",0.000171334705538317
"3161","12086005901","2010_2014",0.00028149539227106
"3162","12086005901","2015_2019",0
"3163","12086005902","2010_2014",0.000338570210692973
"3164","12086005902","2015_2019",0.000167084377610693
"3165","12086005903","2010_2014",0.000387269381125084
"3166","12086005903","2015_2019",0.000128040973111396
"3167","12086005904","2010_2014",0
"3168","12086005904","2015_2019",0
"3169","12086006001","2010_2014",0.000191033713760986
"3170","12086006001","2015_2019",0.000186480834964678
"3171","12086006002","2010_2014",0.000233646852744822
"3172","12086006002","2015_2019",0
"3173","12086006101","2010_2014",0
"3174","12086006101","2015_2019",0.000105042016806723
"3175","12086006102","2010_2014",9.17852225791648e-05
"3176","12086006102","2015_2019",0.000248453065436701
"3177","12086006205","2010_2014",0
"3178","12086006205","2015_2019",0.000376189361243186
"3179","12086006302","2010_2014",0
"3180","12086006302","2015_2019",0
"3181","12086006501","2010_2014",0
"3182","12086006501","2015_2019",0.000172711571675302
"3183","12086006503","2010_2014",0
"3184","12086006503","2015_2019",0
"3185","12086006601","2010_2014",0.000144672292404417
"3186","12086006601","2015_2019",7.42115027829313e-05
"3187","12086006702","2010_2014",0
"3188","12086006702","2015_2019",3.4435261707989e-05
"3189","12086006707","2010_2014",0.0556078680393235
"3190","12086006707","2015_2019",0
"3191","12086006711","2010_2014",0.000155763239875389
"3192","12086006711","2015_2019",0.000136892539356605
"3193","12086006713","2010_2014",0
"3194","12086006713","2015_2019",0.000182982616651418
"3195","12086006714","2010_2014",0.000223713646532438
"3196","12086006714","2015_2019",0
"3197","12086006801","2010_2014",0.000327683879862597
"3198","12086006801","2015_2019",0
"3199","12086006802","2010_2014",0.000487932482537408
"3200","12086006802","2015_2019",0
"3201","12086006900","2010_2014",0
"3202","12086006900","2015_2019",7.97448165869218e-05
"3203","12086007001","2010_2014",6.28733102797862e-05
"3204","12086007001","2015_2019",0
"3205","12086007002","2010_2014",0
"3206","12086007002","2015_2019",0.000215411362792145
"3207","12086007103","2010_2014",0.000234466588511137
"3208","12086007103","2015_2019",0
"3209","12086007104","2010_2014",0.000121065375302663
"3210","12086007104","2015_2019",0
"3211","12086007200","2010_2014",0
"3212","12086007200","2015_2019",0
"3213","12086007300","2010_2014",0.000981758426267745
"3214","12086007300","2015_2019",0.00104516298200806
"3215","12086007400","2010_2014",0.000247489441431371
"3216","12086007400","2015_2019",0.000221872594893171
"3217","12086007501","2010_2014",0
"3218","12086007501","2015_2019",0.000207253886010363
"3219","12086007503","2010_2014",0
"3220","12086007503","2015_2019",0
"3221","12086007601","2010_2014",0
"3222","12086007601","2015_2019",0
"3223","12086007603","2010_2014",0.000151515151515152
"3224","12086007603","2015_2019",0.000618803909998891
"3225","12086007604","2010_2014",0.000697290756789339
"3226","12086007604","2015_2019",0.000245739779126746
"3227","12086007605","2010_2014",0.000260103467877559
"3228","12086007605","2015_2019",0.000248831019851598
"3229","12086007606","2010_2014",0.00136118315120128
"3230","12086007606","2015_2019",0.00145904499067849
"3231","12086007701","2010_2014",0.00058932203050245
"3232","12086007701","2015_2019",0.000720069309728863
"3233","12086007702","2010_2014",0.00283045348565279
"3234","12086007702","2015_2019",0.000569852155889887
"3235","12086007705","2010_2014",0.0104617649114584
"3236","12086007705","2015_2019",0.00250771063779008
"3237","12086007801","2010_2014",0.00525458157287803
"3238","12086007801","2015_2019",0.000803212851405622
"3239","12086007804","2010_2014",0.000132615020097221
"3240","12086007804","2015_2019",0.000185742698415284
"3241","12086007805","2010_2014",0.000662933275281664
"3242","12086007805","2015_2019",0.000608078955110392
"3243","12086007806","2010_2014",0.00177194193399635
"3244","12086007806","2015_2019",0.000878122278460065
"3245","12086007807","2010_2014",0.00152745973671314
"3246","12086007807","2015_2019",0.000860505073287416
"3247","12086007901","2010_2014",0.000456510268150283
"3248","12086007901","2015_2019",0.000456435791279699
"3249","12086007902","2010_2014",0.00173166464747144
"3250","12086007902","2015_2019",0.000173010380622837
"3251","12086008000","2010_2014",0.00225911240297644
"3252","12086008000","2015_2019",0.00148781994001325
"3253","12086008101","2010_2014",0.00141631340901706
"3254","12086008101","2015_2019",0.00243505966042103
"3255","12086008102","2010_2014",0.0015497847262736
"3256","12086008102","2015_2019",0.000922513514358677
"3257","12086008202","2010_2014",0.00124553831684462
"3258","12086008202","2015_2019",0.00128739400606549
"3259","12086008205","2010_2014",0.00200228494874255
"3260","12086008205","2015_2019",0.00192154277203259
"3261","12086008206","2010_2014",0.000904891569496362
"3262","12086008206","2015_2019",0.00222654300067134
"3263","12086008207","2010_2014",0.00234361266260804
"3264","12086008207","2015_2019",0.00158737707089175
"3265","12086008208","2010_2014",0.000493577697400769
"3266","12086008208","2015_2019",0.000271971213916353
"3267","12086008209","2010_2014",0.00220694448500474
"3268","12086008209","2015_2019",0.00144435827719516
"3269","12086008304","2010_2014",0.000518253461895504
"3270","12086008304","2015_2019",0.000437999663429271
"3271","12086008305","2010_2014",0.000654011613961318
"3272","12086008305","2015_2019",0.00113524283592417
"3273","12086008306","2010_2014",0.000370999544242299
"3274","12086008306","2015_2019",0.000362647660918229
"3275","12086008307","2010_2014",0.000113830392714855
"3276","12086008307","2015_2019",0.0001185536455246
"3277","12086008308","2010_2014",0.00011648223645894
"3278","12086008308","2015_2019",0
"3279","12086008309","2010_2014",0
"3280","12086008309","2015_2019",0.000161290322580645
"3281","12086008405","2010_2014",0.000611836444211477
"3282","12086008405","2015_2019",0.000720639260445332
"3283","12086008407","2010_2014",0.00142750402131161
"3284","12086008407","2015_2019",0.00111371767707498
"3285","12086008409","2010_2014",0.000959642484102378
"3286","12086008409","2015_2019",0.000755030945998012
"3287","12086008410","2010_2014",0.00119757590404061
"3288","12086008410","2015_2019",0.000500606359676978
"3289","12086008412","2010_2014",0.000162050827568663
"3290","12086008412","2015_2019",0.000419147839371078
"3291","12086008414","2010_2014",0.000430404899895873
"3292","12086008414","2015_2019",0.000569414227713023
"3293","12086008415","2010_2014",0.000646918971271853
"3294","12086008415","2015_2019",0.000641202746474336
"3295","12086008416","2010_2014",0.000876782829778542
"3296","12086008416","2015_2019",0.0007574163749165
"3297","12086008417","2010_2014",0.00205637936021308
"3298","12086008417","2015_2019",0
"3299","12086008418","2010_2014",0.00118094092150556
"3300","12086008418","2015_2019",0.00251214597232247
"3301","12086008419","2010_2014",0.000838536945891528
"3302","12086008419","2015_2019",0.00158453422581002
"3303","12086008501","2010_2014",0
"3304","12086008501","2015_2019",9.50118764845606e-05
"3305","12086008502","2010_2014",0.00109516646391105
"3306","12086008502","2015_2019",0.000141743444365698
"3307","12086008601","2010_2014",0.000285955915981287
"3308","12086008601","2015_2019",0.00015255530129672
"3309","12086008602","2010_2014",0.0024072746196532
"3310","12086008602","2015_2019",0.00130014368094419
"3311","12086008701","2010_2014",0.00112014659093105
"3312","12086008701","2015_2019",0.00075859848191111
"3313","12086008702","2010_2014",0.000118203309692671
"3314","12086008702","2015_2019",0.000246520442931771
"3315","12086008803","2010_2014",0.000385293824960371
"3316","12086008803","2015_2019",0
"3317","12086008804","2010_2014",8.59845227858985e-05
"3318","12086008804","2015_2019",0
"3319","12086008805","2010_2014",0.000130463144161774
"3320","12086008805","2015_2019",0.000128452151573539
"3321","12086008901","2010_2014",0.000373122685461062
"3322","12086008901","2015_2019",0.00117676972188585
"3323","12086008902","2010_2014",0.000398495917787367
"3324","12086008902","2015_2019",0.000881590193286567
"3325","12086008906","2010_2014",0.000224287429969127
"3326","12086008906","2015_2019",0.00057421671278754
"3327","12086008907","2010_2014",0.000775558551353227
"3328","12086008907","2015_2019",0.000384331819444488
"3329","12086009006","2010_2014",0.000526308394891388
"3330","12086009006","2015_2019",0.000735162359695331
"3331","12086009010","2010_2014",0.000555202373384192
"3332","12086009010","2015_2019",0.00321944701678102
"3333","12086009014","2010_2014",0.00583331449349779
"3334","12086009014","2015_2019",0.00296664730436624
"3335","12086009015","2010_2014",0.000104493207941484
"3336","12086009015","2015_2019",0
"3337","12086009017","2010_2014",0
"3338","12086009017","2015_2019",0.000112107623318386
"3339","12086009019","2010_2014",0.00142150699515424
"3340","12086009019","2015_2019",0.0015397650480228
"3341","12086009020","2010_2014",0.000209205020920502
"3342","12086009020","2015_2019",0.000208333333333333
"3343","12086009021","2010_2014",0.000789148653158262
"3344","12086009021","2015_2019",0.000559203735306841
"3345","12086009022","2010_2014",0.000792871231111356
"3346","12086009022","2015_2019",0.00033003300330033
"3347","12086009023","2010_2014",0.000222951124758648
"3348","12086009023","2015_2019",0.000312414663461669
"3349","12086009027","2010_2014",0.00116391230493141
"3350","12086009027","2015_2019",0
"3351","12086009028","2010_2014",0.000547487395870252
"3352","12086009028","2015_2019",0.00060894954913215
"3353","12086009029","2010_2014",0.000310380372228049
"3354","12086009029","2015_2019",0.00045037554391508
"3355","12086009030","2010_2014",0.000375327354317668
"3356","12086009030","2015_2019",0.0032551655454852
"3357","12086009031","2010_2014",0.00956327920560376
"3358","12086009031","2015_2019",0.00361450147131714
"3359","12086009034","2010_2014",0.00258802226038359
"3360","12086009034","2015_2019",0.000914416895507904
"3361","12086009035","2010_2014",0.000385900597783594
"3362","12086009035","2015_2019",0
"3363","12086009036","2010_2014",0.000595418832726117
"3364","12086009036","2015_2019",0.000662030484616307
"3365","12086009038","2010_2014",0.000574704863862191
"3366","12086009038","2015_2019",8.52151682999574e-05
"3367","12086009039","2010_2014",0.000383355961650635
"3368","12086009039","2015_2019",0.000245616891928568
"3369","12086009040","2010_2014",0
"3370","12086009040","2015_2019",0.00282031395388487
"3371","12086009043","2010_2014",0.00260896878614687
"3372","12086009043","2015_2019",0.00162948446805194
"3373","12086009044","2010_2014",0.00921350634028804
"3374","12086009044","2015_2019",0.000999912888734024
"3375","12086009047","2010_2014",0.00132018712422181
"3376","12086009047","2015_2019",0.000906935403257084
"3377","12086009100","2010_2014",0
"3378","12086009100","2015_2019",0.000220538229864957
"3379","12086009200","2010_2014",0.000603844616204691
"3380","12086009200","2015_2019",0
"3381","12086009305","2010_2014",0.00123658021981407
"3382","12086009305","2015_2019",0.00112393539977991
"3383","12086009306","2010_2014",0.00195792066767344
"3384","12086009306","2015_2019",0.000874934188070925
"3385","12086009307","2010_2014",0.000265376272033581
"3386","12086009307","2015_2019",0.000192864030858245
"3387","12086009308","2010_2014",0.000263153595075182
"3388","12086009308","2015_2019",0.000177153790555655
"3389","12086009309","2010_2014",0.000269976351088154
"3390","12086009309","2015_2019",0.000161978505626121
"3391","12086009311","2010_2014",0.000978524883167104
"3392","12086009311","2015_2019",0.000739891662005916
"3393","12086009312","2010_2014",0.000173966066971073
"3394","12086009312","2015_2019",8.54700854700855e-05
"3395","12086009313","2010_2014",0.00093566584154229
"3396","12086009313","2015_2019",0.00133829222896095
"3397","12086009314","2010_2014",0.000416479079572659
"3398","12086009314","2015_2019",0.000145772594752187
"3399","12086009315","2010_2014",0
"3400","12086009315","2015_2019",0.0147298000361925
"3401","12086009400","2010_2014",0.000943397283645521
"3402","12086009400","2015_2019",0.00124261387824686
"3403","12086009503","2010_2014",0.00101556808371892
"3404","12086009503","2015_2019",0
"3405","12086009504","2010_2014",0.000140646976090014
"3406","12086009504","2015_2019",0.00016116035455278
"3407","12086009600","2010_2014",0.000272973167753155
"3408","12086009600","2015_2019",9.34142923867352e-05
"3409","12086009703","2010_2014",0.000865075041500074
"3410","12086009703","2015_2019",0.0024629159886697
"3411","12086009704","2010_2014",0.000873734198833915
"3412","12086009704","2015_2019",0.00107900065210883
"3413","12086009705","2010_2014",0.000290029739182282
"3414","12086009705","2015_2019",0
"3415","12086009706","2010_2014",0.00381364997860505
"3416","12086009706","2015_2019",0
"3417","12086009803","2010_2014",0.00118354137771614
"3418","12086009803","2015_2019",0.00011441647597254
"3419","12086009804","2010_2014",0
"3420","12086009804","2015_2019",0
"3421","12086009806","2010_2014",0.000161550888529887
"3422","12086009806","2015_2019",0
"3423","12086009807","2010_2014",0.00138572312738892
"3424","12086009807","2015_2019",0
"3425","12086009808","2010_2014",0.000732760996966626
