"","GEOID","Time.Period","County","Claims","Events","Comutting.Zone","Shoreline","cz"
"1874","22103040605","2015_2019","22103",25,0,"New Orleans",1,"3300"
"1875","22103040303","2010_2014","22103",113,2,"New Orleans",1,"3300"
"1876","22103040303","2015_2019","22103",4,0,"New Orleans",1,"3300"
"1877","22103040701","2010_2014","22103",33,0,"New Orleans",1,"3300"
"1878","22103040701","2015_2019","22103",2,0,"New Orleans",1,"3300"
"1879","22103041212","2010_2014","22103",3,0,"New Orleans",1,"3300"
"1880","22103041212","2015_2019","22103",1,0,"New Orleans",1,"3300"
"1881","22103040103","2010_2014","22103",2,0,"New Orleans",1,"3300"
"1882","22103040103","2015_2019","22103",0,0,"New Orleans",1,"3300"
"1883","22103041101","2010_2014","22103",196,2,"New Orleans",1,"3300"
"1884","22103041101","2015_2019","22103",5,0,"New Orleans",1,"3300"
"1885","22103041209","2010_2014","22103",5,0,"New Orleans",1,"3300"
"1886","22103041209","2015_2019","22103",2,0,"New Orleans",1,"3300"
"1887","22103041104","2010_2014","22103",858,3,"New Orleans",1,"3300"
"1888","22103041104","2015_2019","22103",27,0,"New Orleans",1,"3300"
"1889","22103040604","2010_2014","22103",18,0,"New Orleans",1,"3300"
"1890","22103040604","2015_2019","22103",4,0,"New Orleans",1,"3300"
"1891","22103040709","2010_2014","22103",11,0,"New Orleans",1,"3300"
"1892","22103040709","2015_2019","22103",3,0,"New Orleans",1,"3300"
"1893","22103040802","2010_2014","22103",218,2,"New Orleans",1,"3300"
"1894","22103040802","2015_2019","22103",12,0,"New Orleans",1,"3300"
"1895","22103041003","2010_2014","22103",17,0,"New Orleans",1,"3300"
"1896","22103041003","2015_2019","22103",3,0,"New Orleans",1,"3300"
"1897","22103041300","2010_2014","22103",622,2,"New Orleans",1,"3300"
"1898","22103041300","2015_2019","22103",20,0,"New Orleans",1,"3300"
"1899","22103040708","2010_2014","22103",325,2,"New Orleans",1,"3300"
"1900","22103040708","2015_2019","22103",14,0,"New Orleans",1,"3300"
"1901","22103040202","2010_2014","22103",8,0,"New Orleans",1,"3300"
"1902","22103040202","2015_2019","22103",227,1,"New Orleans",1,"3300"
"1903","22103040201","2010_2014","22103",25,0,"New Orleans",1,"3300"
"1904","22103040201","2015_2019","22103",184,2,"New Orleans",1,"3300"
"1905","22103040102","2010_2014","22103",25,0,"New Orleans",1,"3300"
"1906","22103040102","2015_2019","22103",6,0,"New Orleans",1,"3300"
"1907","22103040705","2010_2014","22103",20,0,"New Orleans",1,"3300"
"1908","22103040705","2015_2019","22103",14,0,"New Orleans",1,"3300"
"1909","22103040706","2010_2014","22103",27,0,"New Orleans",1,"3300"
"1910","22103040706","2015_2019","22103",57,1,"New Orleans",1,"3300"
"1911","22103041211","2010_2014","22103",20,0,"New Orleans",1,"3300"
"1912","22103041211","2015_2019","22103",5,0,"New Orleans",1,"3300"
"1913","22103040501","2010_2014","22103",1,0,"New Orleans",1,"3300"
"1914","22103040501","2015_2019","22103",41,1,"New Orleans",1,"3300"
"1915","22103041202","2010_2014","22103",427,2,"New Orleans",1,"3300"
"1916","22103041202","2015_2019","22103",12,0,"New Orleans",1,"3300"
"1917","22103041208","2010_2014","22103",7,0,"New Orleans",1,"3300"
"1918","22103041208","2015_2019","22103",0,0,"New Orleans",1,"3300"
"1919","22103040803","2010_2014","22103",287,2,"New Orleans",1,"3300"
"1920","22103040803","2015_2019","22103",11,0,"New Orleans",1,"3300"
"1921","22103040601","2010_2014","22103",90,2,"New Orleans",1,"3300"
"1922","22103040601","2015_2019","22103",29,1,"New Orleans",1,"3300"
"1923","22103040801","2010_2014","22103",33,0,"New Orleans",1,"3300"
"1924","22103040801","2015_2019","22103",11,0,"New Orleans",1,"3300"
"1925","22103041103","2010_2014","22103",82,2,"New Orleans",1,"3300"
"1926","22103041103","2015_2019","22103",8,0,"New Orleans",1,"3300"
"1927","22103041004","2010_2014","22103",48,0,"New Orleans",1,"3300"
"1928","22103041004","2015_2019","22103",11,0,"New Orleans",1,"3300"
"1929","22103041002","2010_2014","22103",18,0,"New Orleans",1,"3300"
"1930","22103041002","2015_2019","22103",1,0,"New Orleans",1,"3300"
"1931","22103040400","2010_2014","22103",14,0,"New Orleans",1,"3300"
"1932","22103040400","2015_2019","22103",73,1,"New Orleans",1,"3300"
"1933","22103041204","2010_2014","22103",30,0,"New Orleans",1,"3300"
"1934","22103041204","2015_2019","22103",11,0,"New Orleans",1,"3300"
"1935","22103040704","2010_2014","22103",20,0,"New Orleans",1,"3300"
"1936","22103040704","2015_2019","22103",0,0,"New Orleans",1,"3300"
"1937","22103040104","2010_2014","22103",20,0,"New Orleans",1,"3300"
"1938","22103040104","2015_2019","22103",24,0,"New Orleans",1,"3300"
"1939","22103040710","2010_2014","22103",50,0,"New Orleans",1,"3300"
"1940","22103040710","2015_2019","22103",7,0,"New Orleans",1,"3300"
"1941","22103041210","2010_2014","22103",6,0,"New Orleans",1,"3300"
"1942","22103041210","2015_2019","22103",2,0,"New Orleans",1,"3300"
"1943","22103041102","2010_2014","22103",722,3,"New Orleans",1,"3300"
"1944","22103041102","2015_2019","22103",30,0,"New Orleans",1,"3300"
"1945","22103040602","2010_2014","22103",52,2,"New Orleans",1,"3300"
"1946","22103040602","2015_2019","22103",64,1,"New Orleans",1,"3300"
"1947","22103040305","2010_2014","22103",452,2,"New Orleans",1,"3300"
"1948","22103040305","2015_2019","22103",166,2,"New Orleans",1,"3300"
"1949","22103040502","2010_2014","22103",12,0,"New Orleans",1,"3300"
"1950","22103040502","2015_2019","22103",49,1,"New Orleans",1,"3300"
"1951","22075050100","2010_2014","22075",757,2,"New Orleans",1,"3300"
"1952","22075050100","2015_2019","22075",1,0,"New Orleans",1,"3300"
"1953","22075050600","2010_2014","22075",36,0,"New Orleans",1,"3300"
"1954","22075050600","2015_2019","22075",0,0,"New Orleans",1,"3300"
"1955","22075050500","2010_2014","22075",41,0,"New Orleans",1,"3300"
"1956","22075050500","2015_2019","22075",0,0,"New Orleans",1,"3300"
"1957","22075050700","2010_2014","22075",25,0,"New Orleans",1,"3300"
"1958","22075050700","2015_2019","22075",0,0,"New Orleans",1,"3300"
"1959","22099020501","2010_2014","22099",2,0,"Lafayette",1,"3800"
"1960","22099020501","2015_2019","22099",46,1,"Lafayette",1,"3800"
"1961","22099021000","2010_2014","22099",92,1,"Lafayette",1,"3800"
"1962","22099021000","2015_2019","22099",94,2,"Lafayette",1,"3800"
"1963","22099020302","2010_2014","22099",10,0,"Lafayette",1,"3800"
"1964","22099020302","2015_2019","22099",89,2,"Lafayette",1,"3800"
"1965","22099020400","2010_2014","22099",0,0,"Lafayette",1,"3800"
"1966","22099020400","2015_2019","22099",81,1,"Lafayette",1,"3800"
"1967","22099020200","2010_2014","22099",21,0,"Lafayette",1,"3800"
"1968","22099020200","2015_2019","22099",35,0,"Lafayette",1,"3800"
"1969","22099020301","2010_2014","22099",9,0,"Lafayette",1,"3800"
"1970","22099020301","2015_2019","22099",51,0,"Lafayette",1,"3800"
"1971","22099020600","2010_2014","22099",2,0,"Lafayette",1,"3800"
"1972","22099020600","2015_2019","22099",78,1,"Lafayette",1,"3800"
"1973","22099020800","2010_2014","22099",2,0,"Lafayette",1,"3800"
"1974","22099020800","2015_2019","22099",15,0,"Lafayette",1,"3800"
"1975","22099020900","2010_2014","22099",0,0,"Lafayette",1,"3800"
"1976","22099020900","2015_2019","22099",4,0,"Lafayette",1,"3800"
"1977","22099020502","2010_2014","22099",1,0,"Lafayette",1,"3800"
"1978","22099020502","2015_2019","22099",17,0,"Lafayette",1,"3800"
"1979","22099020100","2010_2014","22099",17,0,"Lafayette",1,"3800"
"1980","22099020100","2015_2019","22099",31,0,"Lafayette",1,"3800"
"1981","22039950400","2010_2014","22039",8,0,"Lafayette",0,"3800"
"1982","22039950400","2015_2019","22039",32,0,"Lafayette",0,"3800"
"1983","22039950200","2010_2014","22039",1,0,"Lafayette",0,"3800"
"1984","22039950200","2015_2019","22039",2,0,"Lafayette",0,"3800"
"1985","22039950500","2010_2014","22039",2,0,"Lafayette",0,"3800"
"1986","22039950500","2015_2019","22039",32,0,"Lafayette",0,"3800"
"1987","22039950600","2010_2014","22039",4,0,"Lafayette",0,"3800"
"1988","22039950600","2015_2019","22039",43,1,"Lafayette",0,"3800"
"1989","22039950700","2010_2014","22039",2,0,"Lafayette",0,"3800"
"1990","22039950700","2015_2019","22039",8,0,"Lafayette",0,"3800"
"1991","22039950300","2010_2014","22039",4,0,"Lafayette",0,"3800"
"1992","22039950300","2015_2019","22039",12,0,"Lafayette",0,"3800"
"1993","22039950100","2010_2014","22039",1,0,"Lafayette",0,"3800"
"1994","22039950100","2015_2019","22039",3,0,"Lafayette",0,"3800"
"1995","22039950800","2010_2014","22039",6,0,"Lafayette",0,"3800"
"1996","22039950800","2015_2019","22039",28,0,"Lafayette",0,"3800"
"1997","22047953102","2010_2014","22047",0,0,"Baton Rouge",0,"3500"
"1998","22047953102","2015_2019","22047",1,0,"Baton Rouge",0,"3500"
"1999","22091951200","2010_2014","22091",1,0,"Baton Rouge",0,"3500"
"2000","22091951200","2015_2019","22091",26,0,"Baton Rouge",0,"3500"
"2001","22091951100","2010_2014","22091",0,0,"Baton Rouge",0,"3500"
"2002","22091951100","2015_2019","22091",4,0,"Baton Rouge",0,"3500"
"2003","22047953000","2010_2014","22047",0,0,"Baton Rouge",0,"3500"
"2004","22047953000","2015_2019","22047",4,0,"Baton Rouge",0,"3500"
"2005","22047953101","2010_2014","22047",0,0,"Baton Rouge",0,"3500"
"2006","22047953101","2015_2019","22047",2,0,"Baton Rouge",0,"3500"
"2007","22047952700","2010_2014","22047",0,0,"Baton Rouge",0,"3500"
"2008","22047952700","2015_2019","22047",4,0,"Baton Rouge",0,"3500"
"2009","22047952900","2010_2014","22047",10,0,"Baton Rouge",0,"3500"
"2010","22047952900","2015_2019","22047",12,0,"Baton Rouge",0,"3500"
"2011","22047952600","2010_2014","22047",0,0,"Baton Rouge",0,"3500"
"2012","22047952600","2015_2019","22047",11,0,"Baton Rouge",0,"3500"
"2013","22047953200","2010_2014","22047",7,0,"Baton Rouge",0,"3500"
"2014","22047953200","2015_2019","22047",64,1,"Baton Rouge",0,"3500"
"2015","22051027602","2010_2014","22051",52,0,"New Orleans",1,"3300"
"2016","22051027602","2015_2019","22051",4,0,"New Orleans",1,"3300"
"2017","22051023901","2010_2014","22051",26,0,"New Orleans",1,"3300"
"2018","22051023901","2015_2019","22051",9,0,"New Orleans",1,"3300"
"2019","22051023800","2010_2014","22051",48,0,"New Orleans",1,"3300"
"2020","22051023800","2015_2019","22051",14,0,"New Orleans",1,"3300"
"2021","22051023100","2010_2014","22051",15,0,"New Orleans",1,"3300"
"2022","22051023100","2015_2019","22051",5,0,"New Orleans",1,"3300"
"2023","22051025202","2010_2014","22051",81,2,"New Orleans",1,"3300"
"2024","22051025202","2015_2019","22051",6,0,"New Orleans",1,"3300"
"2025","22051022700","2010_2014","22051",15,0,"New Orleans",1,"3300"
"2026","22051022700","2015_2019","22051",5,0,"New Orleans",1,"3300"
"2027","22051022001","2010_2014","22051",36,0,"New Orleans",1,"3300"
"2028","22051022001","2015_2019","22051",1,0,"New Orleans",1,"3300"
"2029","22051021801","2010_2014","22051",17,0,"New Orleans",1,"3300"
"2030","22051021801","2015_2019","22051",1,0,"New Orleans",1,"3300"
"2031","22051025500","2010_2014","22051",46,0,"New Orleans",1,"3300"
"2032","22051025500","2015_2019","22051",3,0,"New Orleans",1,"3300"
"2033","22051022303","2010_2014","22051",3,0,"New Orleans",1,"3300"
"2034","22051022303","2015_2019","22051",0,0,"New Orleans",1,"3300"
"2035","22051023200","2010_2014","22051",28,0,"New Orleans",1,"3300"
"2036","22051023200","2015_2019","22051",7,0,"New Orleans",1,"3300"
"2037","22051026400","2010_2014","22051",25,0,"New Orleans",1,"3300"
"2038","22051026400","2015_2019","22051",0,0,"New Orleans",1,"3300"
"2039","22051027807","2010_2014","22051",99,2,"New Orleans",1,"3300"
"2040","22051027807","2015_2019","22051",5,0,"New Orleans",1,"3300"
"2041","22051020303","2010_2014","22051",51,0,"New Orleans",1,"3300"
"2042","22051020303","2015_2019","22051",3,0,"New Orleans",1,"3300"
"2043","22051025102","2010_2014","22051",50,0,"New Orleans",1,"3300"
"2044","22051025102","2015_2019","22051",3,0,"New Orleans",1,"3300"
"2045","22051020515","2010_2014","22051",81,2,"New Orleans",1,"3300"
"2046","22051020515","2015_2019","22051",19,0,"New Orleans",1,"3300"
"2047","22051028000","2010_2014","22051",258,3,"New Orleans",1,"3300"
"2048","22051028000","2015_2019","22051",37,0,"New Orleans",1,"3300"
"2049","22051026700","2010_2014","22051",15,0,"New Orleans",1,"3300"
"2050","22051026700","2015_2019","22051",1,0,"New Orleans",1,"3300"
"2051","22051022002","2010_2014","22051",11,0,"New Orleans",1,"3300"
"2052","22051022002","2015_2019","22051",5,0,"New Orleans",1,"3300"
"2053","22051027703","2010_2014","22051",55,0,"New Orleans",1,"3300"
"2054","22051027703","2015_2019","22051",1,0,"New Orleans",1,"3300"
"2055","22051020502","2010_2014","22051",57,2,"New Orleans",1,"3300"
"2056","22051020502","2015_2019","22051",3,0,"New Orleans",1,"3300"
"2057","22051020506","2010_2014","22051",39,0,"New Orleans",1,"3300"
"2058","22051020506","2015_2019","22051",1,0,"New Orleans",1,"3300"
"2059","22051025001","2010_2014","22051",74,0,"New Orleans",1,"3300"
"2060","22051025001","2015_2019","22051",3,0,"New Orleans",1,"3300"
"2061","22051023002","2010_2014","22051",18,0,"New Orleans",1,"3300"
"2062","22051023002","2015_2019","22051",8,0,"New Orleans",1,"3300"
"2063","22051020201","2010_2014","22051",32,0,"New Orleans",1,"3300"
"2064","22051020201","2015_2019","22051",2,0,"New Orleans",1,"3300"
"2065","22051027810","2010_2014","22051",93,2,"New Orleans",1,"3300"
"2066","22051027810","2015_2019","22051",10,0,"New Orleans",1,"3300"
"2067","22051027812","2010_2014","22051",106,2,"New Orleans",1,"3300"
"2068","22051027812","2015_2019","22051",11,0,"New Orleans",1,"3300"
"2069","22051027804","2010_2014","22051",113,2,"New Orleans",1,"3300"
"2070","22051027804","2015_2019","22051",6,0,"New Orleans",1,"3300"
"2071","22051021100","2010_2014","22051",47,0,"New Orleans",1,"3300"
"2072","22051021100","2015_2019","22051",5,0,"New Orleans",1,"3300"
"2073","22051021900","2010_2014","22051",14,0,"New Orleans",1,"3300"
"2074","22051021900","2015_2019","22051",2,0,"New Orleans",1,"3300"
"2075","22051024600","2010_2014","22051",10,0,"New Orleans",1,"3300"
"2076","22051024600","2015_2019","22051",3,0,"New Orleans",1,"3300"
"2077","22051020513","2010_2014","22051",44,0,"New Orleans",1,"3300"
"2078","22051020513","2015_2019","22051",1,0,"New Orleans",1,"3300"
"2079","22051020514","2010_2014","22051",15,0,"New Orleans",1,"3300"
"2080","22051020514","2015_2019","22051",2,0,"New Orleans",1,"3300"
"2081","22051021400","2010_2014","22051",8,0,"New Orleans",1,"3300"
"2082","22051021400","2015_2019","22051",1,0,"New Orleans",1,"3300"
"2083","22051026200","2010_2014","22051",49,0,"New Orleans",1,"3300"
"2084","22051026200","2015_2019","22051",0,0,"New Orleans",1,"3300"
"2085","22051022900","2010_2014","22051",17,0,"New Orleans",1,"3300"
"2086","22051022900","2015_2019","22051",2,0,"New Orleans",1,"3300"
"2087","22051023400","2010_2014","22051",28,0,"New Orleans",1,"3300"
"2088","22051023400","2015_2019","22051",0,0,"New Orleans",1,"3300"
"2089","22051027701","2010_2014","22051",163,2,"New Orleans",1,"3300"
"2090","22051027701","2015_2019","22051",8,0,"New Orleans",1,"3300"
"2091","22051023300","2010_2014","22051",26,0,"New Orleans",1,"3300"
"2092","22051023300","2015_2019","22051",4,0,"New Orleans",1,"3300"
"2093","22051020516","2010_2014","22051",76,2,"New Orleans",1,"3300"
"2094","22051020516","2015_2019","22051",2,0,"New Orleans",1,"3300"
"2095","22051023904","2010_2014","22051",36,0,"New Orleans",1,"3300"
"2096","22051023904","2015_2019","22051",39,0,"New Orleans",1,"3300"
"2097","22051025003","2010_2014","22051",52,0,"New Orleans",1,"3300"
"2098","22051025003","2015_2019","22051",5,0,"New Orleans",1,"3300"
"2099","22051025800","2010_2014","22051",14,0,"New Orleans",1,"3300"
"2100","22051025800","2015_2019","22051",0,0,"New Orleans",1,"3300"
"2101","22051022200","2010_2014","22051",4,0,"New Orleans",1,"3300"
"2102","22051022200","2015_2019","22051",0,0,"New Orleans",1,"3300"
"2103","22051990000","2010_2014","22051",0,0,"New Orleans",1,"3300"
"2104","22051990000","2015_2019","22051",0,0,"New Orleans",1,"3300"
"2105","22051026600","2010_2014","22051",16,0,"New Orleans",1,"3300"
"2106","22051026600","2015_2019","22051",0,0,"New Orleans",1,"3300"
"2107","22051026900","2010_2014","22051",29,0,"New Orleans",1,"3300"
"2108","22051026900","2015_2019","22051",3,0,"New Orleans",1,"3300"
"2109","22051020507","2010_2014","22051",54,0,"New Orleans",1,"3300"
"2110","22051020507","2015_2019","22051",3,0,"New Orleans",1,"3300"
"2111","22051020600","2010_2014","22051",45,0,"New Orleans",1,"3300"
"2112","22051020600","2015_2019","22051",4,0,"New Orleans",1,"3300"
"2113","22051021500","2010_2014","22051",23,0,"New Orleans",1,"3300"
"2114","22051021500","2015_2019","22051",1,0,"New Orleans",1,"3300"
"2115","22051028100","2010_2014","22051",19,0,"New Orleans",1,"3300"
"2116","22051028100","2015_2019","22051",1,0,"New Orleans",1,"3300"
"2117","22051027502","2010_2014","22051",86,2,"New Orleans",1,"3300"
"2118","22051027502","2015_2019","22051",5,0,"New Orleans",1,"3300"
"2119","22077952300","2010_2014","22077",2,0,"Baton Rouge",0,"3500"
"2120","22077952300","2015_2019","22077",20,0,"Baton Rouge",0,"3500"
"2121","22077952200","2010_2014","22077",2,0,"Baton Rouge",0,"3500"
"2122","22077952200","2015_2019","22077",108,1,"Baton Rouge",0,"3500"
"2123","22077952400","2010_2014","22077",2,0,"Baton Rouge",0,"3500"
"2124","22077952400","2015_2019","22077",13,0,"Baton Rouge",0,"3500"
"2125","22077952100","2010_2014","22077",1,0,"Baton Rouge",0,"3500"
"2126","22077952100","2015_2019","22077",9,0,"Baton Rouge",0,"3500"
"2127","22077952000","2010_2014","22077",36,0,"Baton Rouge",0,"3500"
"2128","22077952000","2015_2019","22077",33,0,"Baton Rouge",0,"3500"
"2129","22077951900","2010_2014","22077",8,0,"Baton Rouge",0,"3500"
"2130","22077951900","2015_2019","22077",64,2,"Baton Rouge",0,"3500"
"2131","22095070800","2010_2014","22095",49,0,"New Orleans",1,"3300"
"2132","22095070800","2015_2019","22095",4,0,"New Orleans",1,"3300"
"2133","22095070300","2010_2014","22095",1395,2,"New Orleans",1,"3300"
"2134","22095070300","2015_2019","22095",11,0,"New Orleans",1,"3300"
"2135","22095070200","2010_2014","22095",2833,2,"New Orleans",1,"3300"
"2136","22095070200","2015_2019","22095",31,0,"New Orleans",1,"3300"
"2137","22095070900","2010_2014","22095",35,0,"New Orleans",1,"3300"
"2138","22095070900","2015_2019","22095",2,0,"New Orleans",1,"3300"
"2139","22095070400","2010_2014","22095",492,2,"New Orleans",1,"3300"
"2140","22095070400","2015_2019","22095",4,0,"New Orleans",1,"3300"
"2141","22095070100","2010_2014","22095",1056,2,"New Orleans",1,"3300"
"2142","22095070100","2015_2019","22095",3,0,"New Orleans",1,"3300"
"2143","22095070500","2010_2014","22095",681,2,"New Orleans",1,"3300"
"2144","22095070500","2015_2019","22095",5,0,"New Orleans",1,"3300"
"2145","22095071100","2010_2014","22095",44,0,"New Orleans",1,"3300"
"2146","22095071100","2015_2019","22095",3,0,"New Orleans",1,"3300"
"2147","22095070600","2010_2014","22095",40,0,"New Orleans",1,"3300"
"2148","22095070600","2015_2019","22095",6,0,"New Orleans",1,"3300"
"2149","22095071000","2010_2014","22095",65,2,"New Orleans",1,"3300"
"2150","22095071000","2015_2019","22095",6,0,"New Orleans",1,"3300"
"2151","22095070700","2010_2014","22095",62,2,"New Orleans",1,"3300"
"2152","22095070700","2015_2019","22095",1,0,"New Orleans",1,"3300"
"2153","22003950500","2010_2014","22003",2,0,"Lake Charles",0,"3700"
"2154","22003950500","2015_2019","22003",9,0,"Lake Charles",0,"3700"
"2155","22089062200","2010_2014","22089",23,0,"New Orleans",1,"3300"
"2156","22089062200","2015_2019","22089",4,0,"New Orleans",1,"3300"
"2157","22089062800","2010_2014","22089",38,0,"New Orleans",1,"3300"
"2158","22089062800","2015_2019","22089",5,0,"New Orleans",1,"3300"
"2159","22089062302","2010_2014","22089",14,0,"New Orleans",1,"3300"
"2160","22089062302","2015_2019","22089",33,1,"New Orleans",1,"3300"
"2161","22089063200","2010_2014","22089",19,0,"New Orleans",1,"3300"
"2162","22089063200","2015_2019","22089",3,0,"New Orleans",1,"3300"
"2163","22089063100","2010_2014","22089",50,0,"New Orleans",1,"3300"
"2164","22089063100","2015_2019","22089",8,0,"New Orleans",1,"3300"
"2165","22089060100","2010_2014","22089",34,0,"New Orleans",1,"3300"
"2166","22089060100","2015_2019","22089",3,0,"New Orleans",1,"3300"
"2167","22089062900","2010_2014","22089",13,0,"New Orleans",1,"3300"
"2168","22089062900","2015_2019","22089",4,0,"New Orleans",1,"3300"
"2169","22089062100","2010_2014","22089",127,2,"New Orleans",1,"3300"
"2170","22089062100","2015_2019","22089",15,0,"New Orleans",1,"3300"
"2171","22089062500","2010_2014","22089",11,0,"New Orleans",1,"3300"
"2172","22089062500","2015_2019","22089",32,0,"New Orleans",1,"3300"
"2173","22089062400","2010_2014","22089",9,0,"New Orleans",1,"3300"
"2174","22089062400","2015_2019","22089",7,0,"New Orleans",1,"3300"
"2175","22089062700","2010_2014","22089",21,0,"New Orleans",1,"3300"
"2176","22089062700","2015_2019","22089",4,0,"New Orleans",1,"3300"
"2177","22089063000","2010_2014","22089",6,0,"New Orleans",1,"3300"
"2178","22089063000","2015_2019","22089",0,0,"New Orleans",1,"3300"
"2179","22089062301","2010_2014","22089",28,0,"New Orleans",1,"3300"
"2180","22089062301","2015_2019","22089",6,0,"New Orleans",1,"3300"
"2181","22003950200","2010_2014","22003",1,0,"Lake Charles",0,"3700"
"2182","22003950200","2015_2019","22003",8,0,"Lake Charles",0,"3700"
"2183","22003950100","2010_2014","22003",1,0,"Lake Charles",0,"3700"
"2184","22003950100","2015_2019","22003",4,0,"Lake Charles",0,"3700"
"2185","22003950300","2010_2014","22003",2,0,"Lake Charles",0,"3700"
"2186","22003950300","2015_2019","22003",22,0,"Lake Charles",0,"3700"
"2187","22003950400","2010_2014","22003",1,0,"Lake Charles",0,"3700"
"2188","22003950400","2015_2019","22003",12,0,"Lake Charles",0,"3700"
"2189","28131020201","2010_2014","28131",2,0,"Gulfport",0,"2700"
"2190","28131020201","2015_2019","28131",7,0,"Gulfport",0,"2700"
"2191","28131020202","2010_2014","28131",4,0,"Gulfport",0,"2700"
"2192","28131020202","2015_2019","28131",3,0,"Gulfport",0,"2700"
"2193","28131020100","2010_2014","28131",0,0,"Gulfport",0,"2700"
"2194","28131020100","2015_2019","28131",0,0,"Gulfport",0,"2700"
"2195","28113950700","2010_2014","28113",0,0,"McComb",0,"3101"
"2196","28113950700","2015_2019","28113",0,0,"McComb",0,"3101"
"2197","28005950300","2010_2014","28005",0,0,"McComb",0,"3101"
"2198","28005950300","2015_2019","28005",0,0,"McComb",0,"3101"
"2199","28045030602","2010_2014","28045",163,2,"Gulfport",1,"2700"
"2200","28045030602","2015_2019","28045",12,0,"Gulfport",1,"2700"
"2201","28045030300","2010_2014","28045",702,2,"Gulfport",1,"2700"
"2202","28045030300","2015_2019","28045",12,0,"Gulfport",1,"2700"
"2203","28045030200","2010_2014","28045",80,2,"Gulfport",1,"2700"
"2204","28045030200","2015_2019","28045",8,0,"Gulfport",1,"2700"
"2205","28045030100","2010_2014","28045",21,0,"Gulfport",1,"2700"
"2206","28045030100","2015_2019","28045",4,0,"Gulfport",1,"2700"
"2207","28045030400","2010_2014","28045",282,2,"Gulfport",1,"2700"
"2208","28045030400","2015_2019","28045",0,0,"Gulfport",1,"2700"
"2209","28045030500","2010_2014","28045",64,0,"Gulfport",1,"2700"
"2210","28045030500","2015_2019","28045",18,0,"Gulfport",1,"2700"
"2211","28045030601","2010_2014","28045",16,0,"Gulfport",1,"2700"
"2212","28045030601","2015_2019","28045",4,0,"Gulfport",1,"2700"
"2213","12003040201","2010_2014","12003",0,0,"Jacksonville",0,"7600"
"2214","12003040201","2015_2019","12003",2,0,"Jacksonville",0,"7600"
"2215","12005000201","2010_2014","12005",6,0,"Panama City",1,"10000"
"2216","12005000201","2015_2019","12005",6,0,"Panama City",1,"10000"
"2217","12005000202","2010_2014","12005",6,0,"Panama City",1,"10000"
"2218","12005000202","2015_2019","12005",114,2,"Panama City",1,"10000"
"2219","12005000300","2010_2014","12005",8,0,"Panama City",1,"10000"
"2220","12005000300","2015_2019","12005",18,0,"Panama City",1,"10000"
"2221","12005000400","2010_2014","12005",14,0,"Panama City",1,"10000"
"2222","12005000400","2015_2019","12005",85,2,"Panama City",1,"10000"
"2223","12005000500","2010_2014","12005",6,0,"Panama City",1,"10000"
"2224","12005000500","2015_2019","12005",121,2,"Panama City",1,"10000"
"2225","12005000600","2010_2014","12005",2,0,"Panama City",1,"10000"
"2226","12005000600","2015_2019","12005",1194,2,"Panama City",1,"10000"
"2227","12005000700","2010_2014","12005",0,0,"Panama City",1,"10000"
"2228","12005000700","2015_2019","12005",6,0,"Panama City",1,"10000"
"2229","12005000803","2010_2014","12005",2,0,"Panama City",1,"10000"
"2230","12005000803","2015_2019","12005",21,0,"Panama City",1,"10000"
"2231","12005000804","2010_2014","12005",1,0,"Panama City",1,"10000"
"2232","12005000804","2015_2019","12005",37,0,"Panama City",1,"10000"
"2233","12005000805","2010_2014","12005",2,0,"Panama City",1,"10000"
"2234","12005000805","2015_2019","12005",30,0,"Panama City",1,"10000"
"2235","12005000806","2010_2014","12005",1,0,"Panama City",1,"10000"
"2236","12005000806","2015_2019","12005",181,2,"Panama City",1,"10000"
"2237","28039950102","2010_2014","28039",0,0,"Gulfport",0,"2700"
"2238","28039950102","2015_2019","28039",0,0,"Gulfport",0,"2700"
"2239","12005000900","2010_2014","12005",2,0,"Panama City",1,"10000"
"2240","12005000900","2015_2019","12005",122,2,"Panama City",1,"10000"
"2241","28039950200","2010_2014","28039",0,0,"Gulfport",0,"2700"
"2242","28039950200","2015_2019","28039",0,0,"Gulfport",0,"2700"
"2243","12005001000","2010_2014","12005",2,0,"Panama City",1,"10000"
"2244","12005001000","2015_2019","12005",1,0,"Panama City",1,"10000"
"2245","28039950302","2010_2014","28039",0,0,"Gulfport",0,"2700"
"2246","28039950302","2015_2019","28039",0,0,"Gulfport",0,"2700"
"2247","12005001100","2010_2014","12005",5,0,"Panama City",1,"10000"
"2248","12005001100","2015_2019","12005",37,0,"Panama City",1,"10000"
"2249","28039950301","2010_2014","28039",8,0,"Gulfport",0,"2700"
"2250","28039950301","2015_2019","28039",7,0,"Gulfport",0,"2700"
"2251","12005001200","2010_2014","12005",5,0,"Panama City",1,"10000"
"2252","12005001200","2015_2019","12005",26,0,"Panama City",1,"10000"
"2253","28039950101","2010_2014","28039",2,0,"Gulfport",0,"2700"
"2254","28039950101","2015_2019","28039",0,0,"Gulfport",0,"2700"
"2255","12005001301","2010_2014","12005",5,0,"Panama City",1,"10000"
"2256","12005001301","2015_2019","12005",105,2,"Panama City",1,"10000"
"2257","12005001302","2010_2014","12005",25,0,"Panama City",1,"10000"
"2258","12005001302","2015_2019","12005",180,2,"Panama City",1,"10000"
"2259","12005001402","2010_2014","12005",35,1,"Panama City",1,"10000"
