"","GEOID","Time.Period","County","Claims","Events","Commuting.Zone","Shoreline","cz","Income","Black","Hispanic","Pop.Density","Renters","Density","House.Age","Built","Flood.Factor","T","policies","aveUnits","Coverage","SFHA","Risk.Diff"
"2516","12011060605","2015_2019","12011",1,0,"Miami",1,7000,79933.6,22.4562320623742,27.120603868825,6617.49035310073,75.2388651180351,"Moderate and High Density(Suburban and Urban)",1989,"1970-1989",0.992877493,1,262.4,1735,2.06049674373235,8.974359,-90.3133903
"2517","12011060606","2010_2014","12011",2,0,"Miami",1,7000,48704.6,30.133477023763,21.0427291560452,8281.92705832558,35.516562096142,"Moderate and High Density(Suburban and Urban)",1978,"1970-1989",0.915867945,0,3213.6,2769,15.8432769108576,17.1458999,-74.4408946
"2518","12011060606","2015_2019","12011",2,0,"Miami",1,7000,48863.4,31.2997557528879,25.6496853783169,8204.12928066411,41.3946300931349,"Moderate and High Density(Suburban and Urban)",1982,"1970-1989",0.915867945,1,904,2747,4.48907943047368,17.1458999,-74.4408946
"2519","12011060607","2010_2014","12011",5,0,"Miami",1,7000,82988.2,9.34612782629647,10.2533123559879,3987.14054814591,7.86643733254466,"Moderate and High Density(Suburban and Urban)",1975,"1970-1989",0.983651226,0,4066.4,1046,53.0818140281093,0.9990917,-97.3660309
"2520","12011060607","2015_2019","12011",2,0,"Miami",1,7000,103350.8,17.9560895009218,20.0360992903677,4710.24081675368,8.78931377630762,"Moderate and High Density(Suburban and Urban)",1970,"1970-1989",0.983651226,1,695.8,1035,9.17541629811938,0.9990917,-97.3660309
"2521","12011060608","2010_2014","12011",2,0,"Miami",1,7000,58787.6,16.9814571736382,21.8758542763221,7040.2301884402,50.4365679562658,"Moderate and High Density(Suburban and Urban)",1987,"1970-1989",0.73553719,0,4983.4,3446,19.7429615313386,6.0212515,-67.5324675
"2522","12011060608","2015_2019","12011",2,0,"Miami",1,7000,64438.8,15.4740770697849,30.7825668287014,6939.44620238846,55.4617976735907,"Moderate and High Density(Suburban and Urban)",1986,"1970-1989",0.73553719,1,1097.6,3459,4.3283665845165,6.0212515,-67.5324675
"2523","12011060609","2010_2014","12011",2,0,"Miami",1,7000,58556.8,10.7600199752359,24.1857021243079,8276.64691212584,47.0068284725881,"Moderate and High Density(Suburban and Urban)",1987,"1970-1989",0.662921348,0,2391.6,1508,21.6520102978269,0.9363296,-65.3558052
"2524","12011060609","2015_2019","12011",0,0,"Miami",1,7000,70773.2,21.6857199078352,30.3676350155746,9263.34702802574,52.0119068945083,"Moderate and High Density(Suburban and Urban)",1988,"1970-1989",0.662921348,1,397.8,1501,3.61427064234991,0.9363296,-65.3558052
"2525","12011060700","2010_2014","12011",2,0,"Miami",1,7000,67551.6,28.2859986718725,10.1298243731806,2917.12550450671,9.58500147090896,"Low Density(Suburban)",1964,"1950-1969",0.956439394,0,3923.2,1240,43.1993518323822,9.564394,-86.0795454
"2526","12011060700","2015_2019","12011",2,0,"Miami",1,7000,72749.8,26.8913534265752,15.9455338291742,2933.91445629328,14.4090303923924,"Low Density(Suburban)",1964,"1950-1969",0.956439394,1,808.4,1213,9.09589095669468,9.564394,-86.0795454
"2527","12011060801","2010_2014","12011",2,0,"Miami",1,7000,62854.4,15.4868359409954,16.7350579311034,2032.10651033463,8.33701597125997,"Low Density(Suburban)",1958,"1950-1969",0.394927536,0,2009.6,678,40.4701841215102,13.647343,-25.8454106
"2528","12011060801","2015_2019","12011",0,0,"Miami",1,7000,73894.2,8.77268681874099,23.5414959579474,1846.09694960757,14.9014372299364,"Low Density(Suburban)",1957,"1950-1969",0.394927536,1,318.8,669,6.50251963383276,13.647343,-25.8454106
"2529","12011060802","2010_2014","12011",18,0,"Miami",1,7000,44663.4,72.9203696868429,15.3813236915215,5730.93273681059,32.5757551248556,"Moderate and High Density(Suburban and Urban)",1968,"1950-1969",0.632270169,0,3847.6,2369,22.1736973199151,10.3814884,-52.8455285
"2530","12011060802","2015_2019","12011",19,0,"Miami",1,7000,41603.8,71.321320315347,13.2655372865575,6187.31062941232,43.5629794120533,"Moderate and High Density(Suburban and Urban)",1968,"1950-1969",0.632270169,1,515.2,2463,2.85164744895448,10.3814884,-52.8455285
"2531","12011060900","2010_2014","12011",3,0,"Miami",1,7000,97677,10.9446962158335,15.4755782313247,2985.86482578188,1.88939329600051,"Low Density(Suburban)",1966,"1950-1969",0.724547158,0,5739.2,1506,52.0346874827289,7.4328544,-65.0218614
"2532","12011060900","2015_2019","12011",14,0,"Miami",1,7000,104258.8,14.34434746609,19.8480808052144,2772.16191774102,3.9917202113855,"Low Density(Suburban)",1965,"1950-1969",0.724547158,1,920.8,1488,8.44548684040529,7.4328544,-65.0218614
"2533","12011061001","2010_2014","12011",3,0,"Miami",1,7000,105168,6.48010396349614,16.7146461718403,3542.54703970364,3.5624751461033,"Moderate and High Density(Suburban and Urban)",1975,"1970-1989",0.712033195,0,10616,2275,63.716708007041,3.1120332,-68.0912863
"2534","12011061001","2015_2019","12011",7,0,"Miami",1,7000,116891.2,7.47665792648847,17.8181363063889,3533.6854755081,4.49634799332944,"Moderate and High Density(Suburban and Urban)",1975,"1970-1989",0.712033195,1,1693.4,2187,10.5687118682958,3.1120332,-68.0912863
"2535","12011061002","2010_2014","12011",6,0,"Miami",1,7000,72059.6,8.08192920119121,21.2261785215745,2774.10743770484,35.5618138580287,"Low Density(Suburban)",1985,"1970-1989",0.690972222,0,7741.2,4085,25.8727603556807,14.0625,-55.0347222
"2536","12011061002","2015_2019","12011",14,0,"Miami",1,7000,70329,11.0217339770272,26.0583013086404,3294.02284746068,47.9877644278853,"Moderate and High Density(Suburban and Urban)",1985,"1970-1989",0.690972222,1,1796.2,4347,5.63775210381182,14.0625,-55.0347222
"2537","12011061100","2010_2014","12011",2,0,"Miami",1,7000,38684.4,8.75071285654926,66.0331718646361,6740.94612488941,38.4471166559259,"Moderate and High Density(Suburban and Urban)",1960,"1950-1969",0.161468813,0,696.4,2425,3.91676544272575,12.5251509,-3.6217304
"2538","12011061100","2015_2019","12011",2,0,"Miami",1,7000,41921.2,13.695334387007,63.4429730368978,7577.19935583478,42.4599311265879,"Moderate and High Density(Suburban and Urban)",1965,"1950-1969",0.161468813,1,227,2555,1.20848117867596,12.5251509,-3.6217304
"2539","12011070101","2010_2014","12011",7,0,"Miami",1,7000,32590.2,15.6713287822894,33.0856730407111,3288.39117050874,56.2702269551551,"Moderate and High Density(Suburban and Urban)",1979,"1970-1989",0.182200842,0,2480.4,3486,9.71154732037294,18.2200841,-9.99999999473644e-08
"2540","12011070101","2015_2019","12011",10,0,"Miami",1,7000,38498,14.299368386977,41.7763896502857,3807.48823794555,64.4993786188054,"Moderate and High Density(Suburban and Urban)",1992,"After 89",0.182200842,1,412.2,4426,1.26700974608112,18.2200841,-9.99999999473644e-08
"2541","12011070102","2010_2014","12011",2,0,"Miami",1,7000,54942.2,1.06941838649156,19.0925167668728,960.072367759565,21.4502960876811,"Very Low Density(Rural)",1975,"1970-1989",0.191919192,0,1460,511,39.010840179649,25.6854257,6.4935065
"2542","12011070102","2015_2019","12011",2,0,"Miami",1,7000,50022.8,3.041188753993,38.0421904547421,1073.30322040348,24.9758795717282,"Low Density(Suburban)",1972,"1970-1989",0.191919192,1,291.6,532,7.48008851499714,25.6854257,6.4935065
"2543","12011070204","2010_2014","12011",3,0,"Miami",1,7000,45205.8,17.6462560089459,26.8413181109849,2059.10302656249,60.3142143744946,"Low Density(Suburban)",1985,"1970-1989",0.150390625,0,1910.4,1970,13.2375815562433,16.6015625,1.5625
"2544","12011070204","2015_2019","12011",2,0,"Miami",1,7000,44206.4,17.3434162229542,28.9174141207585,2407.43616108127,59.1902235467229,"Low Density(Suburban)",1985,"1970-1989",0.150390625,1,321.4,1934,2.26457588619962,16.6015625,1.5625
"2545","12011070205","2010_2014","12011",8,0,"Miami",1,7000,73949.4,3.34206980474662,31.9997416387696,1588.42007957319,6.73628599349292,"Low Density(Suburban)",1988,"1970-1989",0.19538835,0,4418.4,2072,29.1145901984255,46.6019418,27.0631068
"2546","12011070205","2015_2019","12011",30,0,"Miami",1,7000,86291,3.22436197676672,37.794587348893,1870.85265952381,10.0736901401175,"Low Density(Suburban)",1989,"1970-1989",0.19538835,1,1429.4,2054,9.49822969532621,46.6019418,27.0631068
"2547","12011070207","2010_2014","12011",3,0,"Miami",1,7000,44012,1.24527185155675,20.5312422902736,5524.39513218477,19.2046548232101,"Moderate and High Density(Suburban and Urban)",1981,"1970-1989",0.129911788,0,2277.6,3680,8.44679556789573,10.585405,-2.4057738
"2548","12011070207","2015_2019","12011",4,0,"Miami",1,7000,51018.2,5.56986668153977,32.1476523529,6482.81613308474,27.3627591977815,"Moderate and High Density(Suburban and Urban)",1981,"1970-1989",0.129911788,1,465.2,3486,1.8175509876796,10.585405,-2.4057738
"2549","12011070208","2010_2014","12011",7,0,"Miami",1,7000,84729.8,5.38445850399976,24.3876993485259,2789.85970952428,18.1243302772065,"Low Density(Suburban)",1993,"After 89",0.127133106,0,9536.4,2853,45.6397970147831,22.8668942,10.1535836
"2550","12011070208","2015_2019","12011",16,0,"Miami",1,7000,100085.4,2.46453813647255,28.4653056101875,2575.48751469667,17.4732671879968,"Low Density(Suburban)",1993,"After 89",0.127133106,1,2222,2780,10.9097961332433,22.8668942,10.1535836
"2551","12011070209","2010_2014","12011",2,0,"Miami",1,7000,114254.8,0.282636094609437,11.7726870943725,2744.91275631455,4.36341167201375,"Low Density(Suburban)",1994,"After 89",0.274892806,0,7310.6,1864,53.5518894698403,24.2972845,-3.1919961
"2552","12011070209","2015_2019","12011",5,0,"Miami",1,7000,119194.4,1.54017703308348,22.531263942766,2803.13071956594,7.00837930688388,"Low Density(Suburban)",1995,"After 89",0.274892806,1,1844,1974,12.7514156724038,24.2972845,-3.1919961
"2553","12011070210","2010_2014","12011",5,0,"Miami",1,7000,40361.8,4.24915660872322,28.2350913947105,4632.09015056246,16.529531728725,"Moderate and High Density(Suburban and Urban)",1976,"1970-1989",0.327302632,0,1129,2121,7.26400168615595,2.9057018,-29.8245614
"2554","12011070210","2015_2019","12011",2,0,"Miami",1,7000,40080.2,9.18086857062046,32.2165692035827,4918.02164133792,19.9080734126595,"Moderate and High Density(Suburban and Urban)",1977,"1970-1989",0.327302632,1,131.6,2085,0.857155085521605,2.9057018,-29.8245614
"2555","12011070211","2010_2014","12011",7,0,"Miami",1,7000,55673,4.67886337555927,20.8082531742595,3921.91435269911,28.1797022518266,"Moderate and High Density(Suburban and Urban)",1979,"1970-1989",0.11380597,0,8905.8,2524,48.1778018938311,6.0945273,-5.2860697
"2556","12011070211","2015_2019","12011",6,0,"Miami",1,7000,67662,10.1853167210936,21.5864352137189,4365.8162609186,34.7680965120895,"Moderate and High Density(Suburban and Urban)",1984,"1970-1989",0.11380597,1,872,2555,4.65574847057863,6.0945273,-5.2860697
"2557","12011070304","2010_2014","12011",8,0,"Miami",1,7000,102893.2,5.40739193214588,33.5756291832622,4254.97562402183,10.5610410735709,"Moderate and High Density(Suburban and Urban)",1988,"1970-1989",0.324355521,0,11000.6,2619,57.3523355287723,9.8884186,-22.5471335
"2558","12011070304","2015_2019","12011",14,0,"Miami",1,7000,104436.8,6.87194879279057,38.0528611263109,4405.57556981728,15.0566660124441,"Moderate and High Density(Suburban and Urban)",1989,"1970-1989",0.324355521,1,1816,2576,9.62192797370623,9.8884186,-22.5471335
"2559","12011070305","2010_2014","12011",1,0,"Miami",1,7000,55265.6,1.79897604606123,47.4208712563887,4013.06558600273,12.7156912989631,"Moderate and High Density(Suburban and Urban)",1994,"After 89",0.411302983,0,4386.4,2750,21.7764510981915,14.4427001,-26.6875982
"2560","12011070305","2015_2019","12011",13,0,"Miami",1,7000,53933.4,2.88566050031288,48.1422822181715,3840.92621925335,14.1749046810076,"Moderate and High Density(Suburban and Urban)",1988,"1970-1989",0.411302983,1,740.8,2853,3.54098433440367,14.4427001,-26.6875982
"2561","12011070306","2010_2014","12011",10,0,"Miami",1,7000,144580,13.0081983701907,26.8841521599768,1180.33321739699,4.98855684417597,"Low Density(Suburban)",1998,"After 89",0.182659356,0,9176.4,2404,52.1200112519179,30.0548321,11.7888965
"2562","12011070306","2015_2019","12011",38,0,"Miami",1,7000,161025.4,9.51809915793366,28.2291457701371,1220.09506461566,2.22968560600627,"Low Density(Suburban)",1999,"After 89",0.182659356,1,2213,2502,12.0734023786959,30.0548321,11.7888965
"2563","12011070310","2010_2014","12011",3,0,"Miami",1,7000,79109.8,2.21128014708962,46.9450513218566,3936.66450863592,9.18266953792742,"Moderate and High Density(Suburban and Urban)",1989,"1970-1989",0.137339056,0,3610.8,1208,40.8124041172985,18.8841201,5.1502145
"2564","12011070310","2015_2019","12011",6,0,"Miami",1,7000,90832.8,0.10567602060524,54.7101345503412,3960.97976764841,18.6031799678087,"Moderate and High Density(Suburban and Urban)",1988,"1970-1989",0.137339056,1,701.4,1196,8.00356418800657,18.8841201,5.1502145
"2565","12011070311","2010_2014","12011",9,0,"Miami",1,7000,91689.6,2.21195878254824,41.7430061188994,4878.66419729627,26.9805150507903,"Moderate and High Density(Suburban and Urban)",1991,"After 89",0.23932092,0,8492.2,2114,54.8509086196066,4.3263965,-19.6056955
"2566","12011070311","2015_2019","12011",8,0,"Miami",1,7000,88658.4,6.02451521524088,48.98197578165,5470.0838293115,35.875282818055,"Moderate and High Density(Suburban and Urban)",1992,"After 89",0.23932092,1,1373.2,2043,9.17375401124854,4.3263965,-19.6056955
"2567","12011070312","2010_2014","12011",8,0,"Miami",1,7000,97271.6,1.10446078749103,32.0564249892873,3292.85353101974,25.7592003116254,"Moderate and High Density(Suburban and Urban)",1994,"After 89",0.213144683,0,9442.6,2996,43.0336385235566,8.4892743,-12.825194
"2568","12011070312","2015_2019","12011",2,0,"Miami",1,7000,116129.2,4.49250232038851,47.3192032433775,3466.74333379503,26.8776753251574,"Moderate and High Density(Suburban and Urban)",1993,"After 89",0.213144683,1,1731.4,2962,7.9773815640645,8.4892743,-12.825194
"2569","12011070313","2010_2014","12011",9,0,"Miami",1,7000,90206.6,4.49348778034078,46.5643627550415,3074.01414253043,31.9105620005776,"Moderate and High Density(Suburban and Urban)",1996,"After 89",0.166513621,0,11911.4,3897,41.7339216532889,6.0606061,-10.590756
"2570","12011070313","2015_2019","12011",9,0,"Miami",1,7000,103492.2,3.87085370932758,50.493201112556,3197.96255012028,26.0759452341252,"Moderate and High Density(Suburban and Urban)",1996,"After 89",0.166513621,1,6529.2,3610,24.6930937948618,6.0606061,-10.590756
"2571","12011070314","2010_2014","12011",3,0,"Miami",1,7000,112200.4,8.03499121648115,45.4026237037586,704.998983881945,3.58893113138453,"Very Low Density(Rural)",1994,"After 89",0.213927856,0,3707.2,1403,36.0775802175144,79.7094188,58.3166332
"2572","12011070314","2015_2019","12011",18,0,"Miami",1,7000,107716.4,5.75257446881981,46.5974836735516,723.142237779361,6.66252776011456,"Very Low Density(Rural)",1992,"After 89",0.213927856,1,1908.4,1584,16.4473204566744,79.7094188,58.3166332
"2573","12011070315","2010_2014","12011",0,0,"Miami",1,7000,89394.4,9.40500206306469,30.3918777631328,1859.71174006038,7.55568493389081,"Low Density(Suburban)",1991,"After 89",0.196712892,0,6115,1687,49.4932427477604,45.7627119,26.0914227
"2574","12011070315","2015_2019","12011",19,0,"Miami",1,7000,103055.4,6.79301783071617,36.6177788745328,1994.86894021513,7.10086161330022,"Low Density(Suburban)",1990,"After 89",0.196712892,1,1597.8,1726,12.6364414940966,45.7627119,26.0914227
"2575","12011070316","2010_2014","12011",10,0,"Miami",1,7000,107813.4,7.74308683605221,27.2227956203258,1171.40110360449,7.52251503081376,"Low Density(Suburban)",1989,"1970-1989",0.197176471,0,6523.2,1790,49.7590884694383,52.9411765,33.2235294
"2576","12011070316","2015_2019","12011",17,0,"Miami",1,7000,110760.4,17.6368549442301,25.153694998174,1095.81043700425,8.51462969167321,"Low Density(Suburban)",1987,"1970-1989",0.197176471,1,2066.2,1795,15.7138637716212,52.9411765,33.2235294
"2577","12011070317","2010_2014","12011",9,0,"Miami",1,7000,105362.6,5.2100699177389,54.1425658284246,1166.79188998782,27.0197538022246,"Low Density(Suburban)",2003,"After 89",0.205340509,0,21325.4,4705,61.8885665602563,5.7131029,-14.820948
"2578","12011070317","2015_2019","12011",11,0,"Miami",1,7000,107856.2,5.2092443547291,56.2151475135453,1258.53775343788,21.6919692566606,"Low Density(Suburban)",2002,"After 89",0.205340509,1,2906.4,4319,9.18447011045705,5.7131029,-14.820948
"2579","12011070318","2010_2014","12011",4,0,"Miami",1,7000,174403,3.52249096771581,36.0205326251925,2822.29389993672,4.55063831275192,"Low Density(Suburban)",1996,"After 89",0.162671233,0,12495.8,2495,68.3863687181292,3.6815068,-12.5856165
"2580","12011070318","2015_2019","12011",4,0,"Miami",1,7000,164213.2,2.02466424693573,43.2444284522526,2712.31066024891,6.90572054220216,"Low Density(Suburban)",1998,"After 89",0.162671233,1,2284.4,2363,13.196492370927,3.6815068,-12.5856165
"2581","12011070320","2015_2019","12011",2,0,"Miami",1,7000,110029.8,2.75361763936521,52.5158742130642,7125.54543909691,23.6951407233753,"Moderate and High Density(Suburban and Urban)",1994,"After 89",0.205279927,1,1884.8,2299,11.190472184247,3.7778789,-16.7501138
"2582","12011070321","2010_2014","12011",2,0,"Miami",1,7000,55311.8,6.27542784380748,35.7517434965646,4863.12688591023,36.8107551866536,"Moderate and High Density(Suburban and Urban)",1985,"1970-1989",0.215481172,0,898,1631,7.51371048253805,15.6903766,-5.8577406
"2583","12011070321","2015_2019","12011",4,0,"Miami",1,7000,57879.6,5.52672776531819,52.4912809787267,4785.97608470934,35.9865032990289,"Moderate and High Density(Suburban and Urban)",1984,"1970-1989",0.215481172,1,202.8,1555,1.77617398391664,15.6903766,-5.8577406
"2584","12011070322","2010_2014","12011",3,0,"Miami",1,7000,47792.4,3.17006188940787,69.1326304601217,7418.13772911239,43.4613597306119,"Moderate and High Density(Suburban and Urban)",1986,"1970-1989",0.199152542,0,2533.6,3897,8.8732293292143,14.1041162,-5.811138
"2585","12011070322","2015_2019","12011",2,0,"Miami",1,7000,53926.8,3.61055412452132,64.6412473242884,8325.77842043899,50.5706409499994,"Moderate and High Density(Suburban and Urban)",1988,"1970-1989",0.199152542,1,582.6,3937,2.01600048566198,14.1041162,-5.811138
"2586","12011070401","2010_2014","12011",8,0,"Miami",1,7000,77290.8,6.34608848756627,33.200112464807,4345.16954390379,13.9619544219928,"Moderate and High Density(Suburban and Urban)",1986,"1970-1989",0.21991342,0,10056.6,2251,61.0025604157988,4.2857143,-17.7056277
"2587","12011070401","2015_2019","12011",4,0,"Miami",1,7000,81078.2,6.04776841824445,37.3329544480156,4800.19447321362,13.5553710215052,"Moderate and High Density(Suburban and Urban)",1987,"1970-1989",0.21991342,1,1348.8,2142,8.59398543150589,4.2857143,-17.7056277
"2588","12011070402","2010_2014","12011",3,0,"Miami",1,7000,102454.8,4.3835906588579,18.4596525572684,2387.88402243877,2.89588698340168,"Low Density(Suburban)",1982,"1970-1989",0.257142857,0,5028.6,1090,62.9932539129655,17.518797,-8.1954887
"2589","12011070402","2015_2019","12011",9,0,"Miami",1,7000,113230.2,5.41713191326511,23.1152636926731,2478.5115392623,4.60618409781907,"Low Density(Suburban)",1982,"1970-1989",0.257142857,1,728.6,1108,8.97482718124912,17.518797,-8.1954887
"2590","12011070403","2010_2014","12011",6,0,"Miami",1,7000,69424.6,5.1081460059439,25.3084216545613,6322.21952632017,23.6923150707647,"Moderate and High Density(Suburban and Urban)",1974,"1970-1989",0.151301518,0,7004.4,1909,50.099113917518,1.8980478,-13.232104
"2591","12011070403","2015_2019","12011",6,0,"Miami",1,7000,71981.4,2.13903212629148,29.4736261998914,6242.40626378083,24.232907535064,"Moderate and High Density(Suburban and Urban)",1973,"1970-1989",0.151301518,1,976.8,1891,7.04901024446391,1.8980478,-13.232104
"2592","12011070404","2010_2014","12011",1,0,"Miami",1,7000,89679.2,0.825509671111919,16.7466181109189,3915.31191251565,5.37025473689554,"Moderate and High Density(Suburban and Urban)",1977,"1970-1989",0.187226597,0,5221.8,1175,60.6812573128377,0.4374453,-18.2852144
"2593","12011070404","2015_2019","12011",2,0,"Miami",1,7000,90198,1.8262385200662,20.2282530862166,4286.4655555221,6.62683053965092,"Moderate and High Density(Suburban and Urban)",1978,"1970-1989",0.187226597,1,690.4,1133,8.31628560454731,0.4374453,-18.2852144
"2594","12011070405","2010_2014","12011",9,0,"Miami",1,7000,99177.2,5.23458083316346,24.757758665264,5899.86188379581,14.4893455368908,"Moderate and High Density(Suburban and Urban)",1986,"1970-1989",0.288012455,0,7144.6,1895,51.4795617651669,5.4488843,-23.3523612
"2595","12011070405","2015_2019","12011",11,0,"Miami",1,7000,108912.8,4.01323014414839,27.7711521780814,6690.97329829232,11.7027204207477,"Moderate and High Density(Suburban and Urban)",1986,"1970-1989",0.288012455,1,1191,1850,8.78641682197096,5.4488843,-23.3523612
"2596","12011070501","2010_2014","12011",12,0,"Miami",1,7000,117051.8,5.07084111968809,22.0199397450983,3068.29829147964,6.15494949342674,"Moderate and High Density(Suburban and Urban)",1994,"After 89",0.15258216,0,9676.8,1891,69.8742091655535,8.9201878,-6.3380282
"2597","12011070501","2015_2019","12011",9,0,"Miami",1,7000,124180.6,7.24815570721199,20.2459650159913,3121.56515282479,11.0762223796251,"Moderate and High Density(Suburban and Urban)",1993,"After 89",0.15258216,1,1594.6,1883,11.5592437042134,8.9201878,-6.3380282
"2598","12011070502","2010_2014","12011",5,0,"Miami",1,7000,38142.2,20.3986630800585,48.2228139064766,4582.26053436258,56.4011390139816,"Moderate and High Density(Suburban and Urban)",1989,"1970-1989",0.218230804,0,6832.2,3332,27.9954951372438,5.8823529,-15.9407275
"2599","12011070502","2015_2019","12011",5,0,"Miami",1,7000,52087.6,15.1232387097104,51.4437687579166,7420.07168631922,53.5104533599255,"Moderate and High Density(Suburban and Urban)",2004,"After 89",0.218230804,1,1066.8,4427,3.28589127710475,5.8823529,-15.9407275
"2600","12011070601","2010_2014","12011",5,0,"Miami",1,7000,49585.6,6.90730039717132,37.8798626348601,7359.30780317095,36.0784814109016,"Moderate and High Density(Suburban and Urban)",1980,"1970-1989",0.214078374,0,2556.4,1928,18.1014825010256,26.1248186,4.7169812
"2601","12011070601","2015_2019","12011",0,0,"Miami",1,7000,53178.2,6.96958863881547,48.7804812057022,8763.78373078557,46.4938843617468,"Moderate and High Density(Suburban and Urban)",1980,"1970-1989",0.214078374,1,482.8,1965,3.35039848747614,26.1248186,4.7169812
"2602","12011070602","2010_2014","12011",7,0,"Miami",1,7000,53177.8,6.64617125088511,28.8978320203397,1340.36912807007,44.9140868906718,"Low Density(Suburban)",1984,"1970-1989",0.277131783,0,4145.6,1894,29.8844072193146,35.7073644,7.9941861
"2603","12011070602","2015_2019","12011",24,0,"Miami",1,7000,58020.2,9.20248984502727,36.0121512643718,1644.72461741252,48.1981075595579,"Low Density(Suburban)",1998,"After 89",0.277131783,1,1277,2286,7.62343489763758,35.7073644,7.9941861
"2604","12011080101","2010_2014","12011",5,0,"Miami",1,7000,43268.4,4.56447720057497,18.8811813283186,7322.89763680732,30.7821271077773,"Moderate and High Density(Suburban and Urban)",1981,"1970-1989",0.971428571,0,6171.8,3464,24.3251448556879,52.244898,-44.8979591
"2605","12011080101","2015_2019","12011",29,0,"Miami",1,7000,49507.8,4.68601847013164,24.7429091617968,7791.39217682906,38.8425791529481,"Moderate and High Density(Suburban and Urban)",1977,"1970-1989",0.971428571,1,3395,3292,14.0779624836683,52.244898,-44.8979591
"2606","12011080102","2010_2014","12011",3,0,"Miami",1,7000,34313.8,32.9782060776892,17.0884185183646,2010.58395996023,52.9335657859962,"Low Density(Suburban)",1969,"1950-1969",0.509541985,0,2883.2,2328,16.9073726076601,39.1221374,-11.8320611
"2607","12011080102","2015_2019","12011",20,0,"Miami",1,7000,40159.8,20.8174103580917,26.9262689377927,2262.31250701173,60.6742563635356,"Low Density(Suburban)",1970,"1970-1989",0.509541985,1,1906.8,2166,12.0165957426232,39.1221374,-11.8320611
"2608","12011080103","2010_2014","12011",0,0,"Miami",1,7000,57387.2,7.02757376388687,31.7715702947278,3893.8144600023,68.3579190998096,"Moderate and High Density(Suburban and Urban)",1995,"After 89",1,0,1725.6,890,26.4714947322426,44.8398577,-55.1601423
"2609","12011080103","2015_2019","12011",2,0,"Miami",1,7000,67245.4,8.44677946048363,39.4860207995501,4171.01186960965,68.4354659977438,"Moderate and High Density(Suburban and Urban)",1993,"After 89",1,1,914,857,14.5589501068137,44.8398577,-55.1601423
"2610","12011080200","2010_2014","12011",1,0,"Miami",1,7000,68252.8,0.87546635036279,20.4894131855157,303.998907360356,16.9336761322064,"Very Low Density(Rural)",1972,"1970-1989",0.276811594,0,861.8,707,16.6406181091783,26.231884,-1.4492754
"2611","12011080200","2015_2019","12011",8,0,"Miami",1,7000,55178.6,0.614560105173438,20.8160412577385,276.530517097727,15.4483541622489,"Very Low Density(Rural)",1970,"1970-1989",0.276811594,1,222,648,4.67351431837928,26.231884,-1.4492754
"2612","12011080402","2010_2014","12011",2,0,"Miami",1,7000,38347.2,6.07772990204654,14.5997816552767,3686.91590792883,26.3724351570129,"Moderate and High Density(Suburban and Urban)",1978,"1970-1989",0.109271523,0,2501.4,1528,22.3498072859969,16.2913907,5.3642384
"2613","12011080402","2015_2019","12011",1,0,"Miami",1,7000,35092,4.32532818298188,26.5389404839182,3517.48247992335,29.0924861852728,"Moderate and High Density(Suburban and Urban)",1978,"1970-1989",0.109271523,1,372,1523,3.33066655824395,16.2913907,5.3642384
"2614","12011080403","2010_2014","12011",8,0,"Miami",1,7000,51348.6,17.4236066417769,28.4091054256173,4496.35571800297,40.2361451010538,"Moderate and High Density(Suburban and Urban)",1977,"1970-1989",0.392803598,0,5790,2617,30.2073621739792,26.0869565,-13.1934033
"2615","12011080403","2015_2019","12011",14,0,"Miami",1,7000,50729.4,11.1184583519778,40.7893114465081,4722.42865854735,45.0587199053378,"Moderate and High Density(Suburban and Urban)",1972,"1970-1989",0.392803598,1,913.2,2692,4.62756026952904,26.0869565,-13.1934033
"2616","12011080405","2010_2014","12011",7,0,"Miami",1,7000,47610.4,8.83471815062353,29.7529043589568,5290.57085647361,48.2966373561095,"Moderate and High Density(Suburban and Urban)",1972,"1970-1989",0.195515695,0,1884.6,1259,20.4361376566883,34.4394619,14.8878924
"2617","12011080405","2015_2019","12011",2,0,"Miami",1,7000,41560.8,16.7326795819721,30.3470914857462,5958.30140919566,50.5878147554338,"Moderate and High Density(Suburban and Urban)",1974,"1970-1989",0.195515695,1,531.6,1211,5.98967424133431,34.4394619,14.8878924
"2618","12011080406","2010_2014","12011",8,0,"Miami",1,7000,53255.8,8.07010380078423,29.0576781547528,8462.90360743773,23.1787642334957,"Moderate and High Density(Suburban and Urban)",1994,"After 89",0.111575428,0,5587.4,2689,28.3695538461533,9.277058,-1.8804848
"2619","12011080406","2015_2019","12011",5,0,"Miami",1,7000,71251.8,5.22307162826715,30.918102271264,7910.01262274867,35.6526823191262,"Moderate and High Density(Suburban and Urban)",1996,"After 89",0.111575428,1,704.8,2648,3.62983545953868,9.277058,-1.8804848
"2620","12011080500","2010_2014","12011",2,0,"Miami",1,7000,25823.4,71.9459955746134,12.319060946602,4118.87665372615,77.5244534525893,"Moderate and High Density(Suburban and Urban)",1972,"1970-1989",0.293370945,0,1577.2,2925,7.35846449827288,41.4198402,12.0827457
"2621","12011080500","2015_2019","12011",21,0,"Miami",1,7000,26735.6,74.0982444567384,14.3294083092025,4767.98841445263,75.8323042463642,"Moderate and High Density(Suburban and Urban)",1970,"1970-1989",0.293370945,1,554.8,2877,2.62857142787806,41.4198402,12.0827457
